dir,RSEED,sigmaobs,nobs,mae,acc
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.594.h5,239.0,1.6,2000.0,3.91861255645752,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.593.h5,239.0,1.7,2000.0,3.945147752761841,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.735.h5,240.0,0.6,2000.0,3.98560546875,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.734.h5,240.0,0.4,2000.0,3.6890009307861327,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564578.271.h5,238.0,2.0,2000.0,4.059676856994629,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564647.735.h5,240.0,0.5,2000.0,3.743195972442627,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564578.272.h5,238.0,1.7,2000.0,3.9409738540649415,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564578.271.h5,238.0,1.8,2000.0,4.041279850006103,0.8
25,,,,,
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564581.218.h5,239.0,0.3,2000.0,3.678364152908325,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564580.533.h5,239.0,0.2,2000.0,3.672607421875,0.8475
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564580.533.h5,239.0,0.1,2000.0,3.6633913803100575,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564580.534.h5,239.0,0.0,2000.0,3.6655734539031983,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.476.h5,242.0,0.0,2000.0,3.7327675247192382,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.523.h5,242.0,0.3,2000.0,3.7173357295989984,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.523.h5,242.0,0.2,2000.0,3.859291877746582,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.523.h5,242.0,0.4,2000.0,3.8633211135864256,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.476.h5,241.0,1.9,2000.0,4.017785091400146,0.8
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.523.h5,242.0,0.1,2000.0,3.966237325668335,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.476.h5,241.0,1.8,2000.0,4.0569707489013656,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564683.471.h5,242.0,1.0,2000.0,3.9038820552825926,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564683.471.h5,242.0,0.9,2000.0,3.893949279785156,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564683.471.h5,242.0,0.7,2000.0,4.1046505165100085,0.8
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564683.471.h5,242.0,0.8,2000.0,3.7661237621307375,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564716.688.h5,242.0,2.0,2000.0,4.048838119506836,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564716.687.h5,242.0,1.9,2000.0,4.2620600318908695,0.785
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564716.687.h5,242.0,1.8,2000.0,4.067412071228027,0.78
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564716.687.h5,242.0,1.7,2000.0,3.9953035163879393,0.795
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564719.608.h5,243.0,0.3,2000.0,3.414813213348389,0.8775
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564719.742.h5,243.0,0.7,2000.0,3.5293050003051762,0.8725
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564719.608.h5,243.0,0.2,2000.0,3.4432305908203125,0.8875
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564719.742.h5,243.0,0.5,2000.0,3.371287651062012,0.875
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564719.742.h5,243.0,0.6,2000.0,3.4703872871398924,0.87
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564719.742.h5,243.0,0.4,2000.0,3.4769000148773195,0.8725
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564656.659.h5,240.0,0.7,2000.0,3.866314868927002,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564670.824.h5,240.0,0.8,2000.0,3.7581420516967774,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564670.824.h5,240.0,1.0,2000.0,4.028618965148927,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564670.824.h5,240.0,0.9,2000.0,3.755018615722656,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564676.880.h5,240.0,1.4,2000.0,3.82739465713501,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564676.880.h5,240.0,1.3,2000.0,3.7700984573364256,0.82
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564676.880.h5,240.0,1.2,2000.0,3.839490966796875,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.398.h5,241.0,0.1,2000.0,3.651737632751465,0.865
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.398.h5,240.0,2.0,2000.0,4.028861217498779,0.825
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.376.h5,240.0,1.7,2000.0,3.9689830017089838,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.398.h5,241.0,0.0,2000.0,3.6068907356262208,0.8675
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.375.h5,240.0,1.8,2000.0,3.963333377838135,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.463.h5,241.0,0.5,2000.0,3.8071792411804197,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564750.853.h5,243.0,1.0,2000.0,3.4237634754180912,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564750.853.h5,243.0,0.9,2000.0,3.4438205718994133,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.583.h5,241.0,1.3,2000.0,3.83254508972168,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564750.853.h5,243.0,0.8,2000.0,3.4255355834960937,0.835
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.622.h5,241.0,1.7,2000.0,3.820372257232666,0.7875
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.504.h5,241.0,0.7,2000.0,3.741291818618776,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.398.h5,240.0,1.9,2000.0,3.936519718170166,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.375.h5,240.0,1.6,2000.0,3.886345691680908,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564679.376.h5,240.0,1.5,2000.0,3.809875831604004,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.463.h5,241.0,0.3,2000.0,3.7721491146087653,0.85
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.622.h5,241.0,1.5,2000.0,3.844452180862427,0.8125
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.583.h5,241.0,1.1,2000.0,3.855520725250244,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.463.h5,241.0,0.4,2000.0,3.711016788482666,0.845
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.504.h5,241.0,0.9,2000.0,3.8007892036437987,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564681.622.h5,241.0,1.4,2000.0,3.83552996635437,0.83
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564684.239.h5,242.0,0.6,2000.0,4.129295177459717,0.8125
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564685.343.h5,242.0,1.1,2000.0,3.9133416175842286,0.8025
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564755.594.h5,243.0,1.5,2000.0,3.647077836990357,0.8075
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564755.550.h5,243.0,1.9,2000.0,3.8735329437255865,0.8075
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564686.329.h5,242.0,1.4,2000.0,3.9327329635620116,0.8125
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564755.550.h5,243.0,1.8,2000.0,3.694390010833741,0.8025
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564755.594.h5,243.0,1.2,2000.0,3.5586514854431166,0.8
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564685.372.h5,242.0,1.2,2000.0,3.910811691284181,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564684.240.h5,242.0,0.5,2000.0,4.107051467895508,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564755.550.h5,243.0,1.6,2000.0,3.6475341320037837,0.7925
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564687.489.h5,242.0,1.5,2000.0,4.231196250915526,0.8175
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564785.772.h5,244.0,1.0,2000.0,3.82098708152771,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564785.772.h5,244.0,0.7,2000.0,3.657503490447998,0.81
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564790.728.h5,244.0,2.0,2000.0,4.089168214797974,0.805
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564790.728.h5,244.0,1.9,2000.0,4.028839282989502,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564761.767.h5,243.0,2.0,2000.0,3.858272256851196,0.7925
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564779.884.h5,244.0,0.2,2000.0,3.52410436630249,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564779.884.h5,244.0,0.0,2000.0,3.614510555267334,0.84
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564785.937.h5,244.0,0.6,2000.0,3.4973613166809083,0.815
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564785.937.h5,244.0,0.5,2000.0,3.5597097110748286,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564785.937.h5,244.0,0.3,2000.0,3.473245849609375,0.8425
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564789.548.h5,244.0,1.8,2000.0,3.9359942054748536,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564789.082.h5,244.0,1.6,2000.0,3.771007595062256,0.8225
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564788.889.h5,244.0,1.3,2000.0,3.6938829040527343,0.8
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564788.889.h5,244.0,1.2,2000.0,3.715810899734497,0.8275
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564789.081.h5,244.0,1.7,2000.0,3.831046705245972,0.8375
/pine/scr/s/i/siyangj/DAL96/MLmodels/m1535564789.537.h5,244.0,1.4,2000.0,3.961195945739746,0.81
5
